Index,Filename,Status,Expected_Mode,Actual_Mode,Mode_Correct,Processing_Time_s,Rain_Score,Glare_Score,Glare_Percentage,Needs_Enhancement,Critical_Issue
1,769_rain.png,success,DEGLARE,DEGLARE,True,0.6806497573852539,0.18,0.022103587962962964,2.2103587962962963,False,False
2,769_rain.png,success,DEGLARE,DEGLARE,True,0.7210917472839355,0.18,0.022103587962962964,2.2103587962962963,False,False
3,770_rain.png,success,NONE,NONE,True,0.06888413429260254,0.18,0.0009953703703703704,0.09953703703703703,False,False
4,770_rain.png,success,NONE,NONE,True,0.06717753410339355,0.18,0.0009953703703703704,0.09953703703703703,False,False
5,771_rain.png,success,DEGLARE,DEGLARE,True,0.6685810089111328,0.2228910549831258,0.022450810185185185,2.2450810185185186,False,False
6,771_rain.png,success,DEGLARE,DEGLARE,True,0.6684305667877197,0.2228910549831258,0.022450810185185185,2.2450810185185186,False,False
7,773_rain.png,success,DEGLARE,DEGLARE,True,0.6638340950012207,0.2154344958601548,0.009001736111111111,0.9001736111111112,False,False
8,773_rain.png,success,DEGLARE,DEGLARE,True,0.7087945938110352,0.2154344958601548,0.009001736111111111,0.9001736111111112,False,False
9,776_rain.png,success,DEGLARE,DEGLARE,True,1.0948567390441895,0.18,0.09733796296296296,9.733796296296296,False,False
10,776_rain.png,success,DEGLARE,DEGLARE,True,1.0823848247528076,0.18,0.09733796296296296,9.733796296296296,False,False
11,777_rain.png,success,DEGLARE,DEGLARE,True,0.7038576602935791,0.23267079228300255,0.08403356481481482,8.403356481481481,False,False
12,777_rain.png,success,DEGLARE,DEGLARE,True,0.6937146186828613,0.23267079228300255,0.08403356481481482,8.403356481481481,False,False
13,778_rain.png,success,NONE,NONE,True,0.06875157356262207,0.18,0.003168402777777778,0.3168402777777778,False,False
14,778_rain.png,success,NONE,NONE,True,0.07215642929077148,0.18,0.003168402777777778,0.3168402777777778,False,False
15,779_rain.png,success,DEGLARE,DEGLARE,True,0.7228226661682129,0.18284556878024896,0.14580150462962962,14.580150462962962,False,False
16,779_rain.png,success,DEGLARE,DEGLARE,True,0.9043629169464111,0.18284556878024896,0.14580150462962962,14.580150462962962,False,False
17,780_rain.png,success,DEGLARE,DEGLARE,True,0.736851692199707,0.18,0.06978298611111111,6.978298611111111,False,False
18,780_rain.png,success,DEGLARE,DEGLARE,True,0.6322815418243408,0.18,0.06978298611111111,6.978298611111111,False,False
19,781_rain.png,success,DEGLARE,DEGLARE,True,0.7841150760650635,0.2425061682174993,0.050590277777777776,5.059027777777778,False,False
20,781_rain.png,success,DEGLARE,DEGLARE,True,0.7515807151794434,0.2425061682174993,0.050590277777777776,5.059027777777778,False,False
21,782_rain.png,success,DEGLARE,DEGLARE,True,0.6882987022399902,0.18,0.02627314814814815,2.627314814814815,True,False
22,782_rain.png,success,DEGLARE,DEGLARE,True,0.7224893569946289,0.18,0.02627314814814815,2.627314814814815,True,False
23,783_rain.png,success,ENHANCE,ENHANCE,True,1.6777961254119873,0.18,0.0,0.0,True,False
24,783_rain.png,success,ENHANCE,ENHANCE,True,1.585397481918335,0.18,0.0,0.0,True,False
25,784_rain.png,success,ENHANCE,ENHANCE,True,0.6400721073150635,0.18,0.004458912037037037,0.4458912037037037,True,False
26,784_rain.png,success,ENHANCE,ENHANCE,True,0.642552375793457,0.18,0.004458912037037037,0.4458912037037037,True,False
27,785_rain.png,success,ENHANCE,ENHANCE,True,0.6402432918548584,0.21303967364656018,0.004537037037037037,0.4537037037037037,True,False
28,785_rain.png,success,ENHANCE,ENHANCE,True,0.6438782215118408,0.21303967364656018,0.004537037037037037,0.4537037037037037,True,False
29,786_rain.png,success,DEGLARE,DEGLARE,True,0.6546568870544434,0.19730343150998328,0.011909722222222223,1.1909722222222223,False,False
30,786_rain.png,success,DEGLARE,DEGLARE,True,0.642786979675293,0.19730343150998328,0.011909722222222223,1.1909722222222223,False,False
31,787_rain.png,success,DEGLARE,DEGLARE,True,0.9026868343353271,0.2444567854016383,0.15788483796296296,15.788483796296296,False,False
32,787_rain.png,success,DEGLARE,DEGLARE,True,0.8504738807678223,0.2444567854016383,0.15788483796296296,15.788483796296296,False,False
33,788_rain.png,success,DEGLARE,DEGLARE,True,0.7056827545166016,0.2078866121121511,0.05702256944444444,5.702256944444444,False,False
34,788_rain.png,success,DEGLARE,DEGLARE,True,0.745694637298584,0.2078866121121511,0.05702256944444444,5.702256944444444,False,False
35,789_rain.png,success,DERAIN,DERAIN,True,34.423579931259155,0.2773778843802042,0.08944405227182728,8.944405227182727,False,False
36,789_rain.png,success,DERAIN,DERAIN,True,10.009422063827515,0.2773778843802042,0.08944405227182728,8.944405227182727,False,False
37,790_rain.png,success,DEGLARE,DEGLARE,True,0.7700533866882324,0.2278596387023415,0.15269675925925927,15.269675925925927,False,False
38,790_rain.png,success,DEGLARE,DEGLARE,True,0.7114949226379395,0.2278596387023415,0.15269675925925927,15.269675925925927,False,False
