Index,Filename,Status,Expected_Mode,Actual_Mode,Mode_Correct,Processing_Time_s,Rain_Score,Glare_Score,Contrast,Brightness,Sharpness,Unnecessary_Processing
55,Copy of KIMG0115.JPG,success,DEGLARE,DEGLARE,True,1.7837393283843994,0.19704427174252373,0.015583528493364559,64.61062784748961,124.78554839968774,520.5807079136621,True
56,Copy of KIMG0115.JPG,success,DEGLARE,DEGLARE,True,1.8065094947814941,0.19704427174252373,0.015583528493364559,64.61062784748961,124.78554839968774,520.5807079136621,True
57,Copy of KIMG0117.JPG,success,DEGLARE,DEGLARE,True,1.753485918045044,0.18211217862780266,0.00904566744730679,63.12511000645502,101.98478483606557,544.3893786502462,True
58,Copy of KIMG0117.JPG,success,DEGLARE,DEGLARE,True,1.6639535427093506,0.18211217862780266,0.00904566744730679,63.12511000645502,101.98478483606557,544.3893786502462,True
59,Copy of KIMG0119.JPG,success,DEGLARE,DEGLARE,True,1.650010347366333,0.18,0.013788056206088993,47.14770274600275,128.83303083528494,315.0363960123765,True
60,Copy of KIMG0119.JPG,success,DEGLARE,DEGLARE,True,1.7155578136444092,0.18,0.013788056206088993,47.14770274600275,128.83303083528494,315.0363960123765,True
61,Copy of KIMG0121.JPG,success,NONE,NONE,True,0.05047488212585449,0.047879344839746124,0.0,79.37601301977995,98.62478044496487,81.86911827452379,False
62,Copy of KIMG0121.JPG,success,NONE,NONE,True,0.05108070373535156,0.047879344839746124,0.0,79.37601301977995,98.62478044496487,81.86911827452379,False
63,Copy of KIMG0123.JPG,success,NONE,NONE,True,0.05720877647399902,0.18,0.000509855581576893,58.48983787215495,121.40494486729118,174.08975151603235,False
64,Copy of KIMG0123.JPG,success,NONE,NONE,True,0.059859514236450195,0.18,0.000509855581576893,58.48983787215495,121.40494486729118,174.08975151603235,False
65,Copy of KIMG0125.JPG,success,NONE,NONE,True,0.056120872497558594,0.06623179186762501,0.0,68.60153871697237,118.94150078064013,69.4221129961096,False
66,Copy of KIMG0125.JPG,success,NONE,NONE,True,0.05148053169250488,0.06623179186762501,0.0,68.60153871697237,118.94150078064013,69.4221129961096,False
67,Copy of KIMG0127.JPG,success,NONE,NONE,True,0.07074356079101562,0.18,0.003322599531615925,49.65497998074276,132.8309962919594,190.14034924197526,False
68,Copy of KIMG0127.JPG,success,NONE,NONE,True,0.06943607330322266,0.18,0.003322599531615925,49.65497998074276,132.8309962919594,190.14034924197526,False
69,Copy of KIMG0129.JPG,success,DEGLARE,DEGLARE,True,1.688394546508789,0.18,0.012217017954722872,63.84778741466808,119.57458772443404,112.87466693561639,True
70,Copy of KIMG0129.JPG,success,DEGLARE,DEGLARE,True,1.6911027431488037,0.18,0.012217017954722872,63.84778741466808,119.57458772443404,112.87466693561639,True
71,Copy of KIMG0132.JPG,success,NONE,NONE,True,0.06039261817932129,0.18,0.00043423106947697114,65.44754635252772,92.22964480874317,399.5238204122878,False
72,Copy of KIMG0132.JPG,success,NONE,NONE,True,0.060773372650146484,0.18,0.00043423106947697114,65.44754635252772,92.22964480874317,399.5238204122878,False
73,Copy of KIMG0134.JPG,success,DEGLARE,DEGLARE,True,1.8128371238708496,0.18,0.008021077283372365,67.06176700290943,133.46848653395784,157.66335136630087,True
